;tamanho_arranjo;rodada;min;max;chave;presente;metodo;comparacoes;tempo;posicao;cenario
195;100000;58;159;9999537;9964488.0;True;Por saltos;418.0;0.0001885220003714494;99642.0;Aleatório
196;100000;58;159;9999537;9964488.0;True;Binária;15.0;1.5564000023005065e-05;99642.0;Aleatório
197;100000;59;159;9999537;7008535.0;False;Sequencial;100000.0;0.027389127999867924;;Aleatório
198;100000;59;159;9999537;7008535.0;False;Por saltos;538.0;0.00017592600033822237;;Aleatório
199;100000;59;159;9999537;7008535.0;False;Binária;17.0;1.827100004447857e-05;;Aleatório
200;100000;60;159;9999537;8232115.0;False;Sequencial;100000.0;0.026535913000316214;;Aleatório
201;100000;60;159;9999537;8232115.0;False;Por saltos;577.0;0.00019397100004425738;;Aleatório
202;100000;60;159;9999537;8232115.0;False;Binária;17.0;1.685899997028173e-05;;Aleatório
203;100000;61;159;9999537;9375601.0;True;Sequencial;93685.0;0.02323850399989169;93684.0;Aleatório
204;100000;61;159;9999537;9375601.0;True;Por saltos;445.0;0.0001741040000524663;93684.0;Aleatório
205;100000;61;159;9999537;9375601.0;True;Binária;15.0;3.204299991921289e-05;93684.0;Aleatório
206;100000;62;159;9999537;3822600.0;True;Sequencial;38296.0;0.014405162000002747;38295.0;Aleatório
207;100000;62;159;9999537;3822600.0;True;Por saltos;181.0;0.00010182799996982794;38295.0;Aleatório
208;100000;62;159;9999537;3822600.0;True;Binária;15.0;1.414299958923948e-05;38295.0;Aleatório
209;100000;63;159;9999537;6937624.0;False;Sequencial;100000.0;0.02515048899977046;;Aleatório
210;100000;63;159;9999537;6937624.0;False;Por saltos;536.0;0.00017095100020014797;;Aleatório
211;100000;63;159;9999537;6937624.0;False;Binária;17.0;1.757200016072602e-05;;Aleatório
212;100000;64;159;9999537;1413501.0;False;Sequencial;100000.0;0.02511415200024203;;Aleatório
213;100000;64;159;9999537;1413501.0;False;Por saltos;361.0;9.505500020168256e-05;;Aleatório
214;100000;64;159;9999537;1413501.0;False;Binária;17.0;1.884499988591415e-05;;Aleatório
215;100000;65;159;9999537;4481342.0;False;Sequencial;100000.0;0.026847157999782212;;Aleatório
